"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","DC","N_NFI2","V_NFI2","BA_NFI2","N_NFI3","V_NFI3","BA_NFI3","N_NFI4","V_NFI4","BA_NFI4"
462,42.62008,-4.549832,"A","1","0","0","21","P. sylvestris",10,127.32,1.5416007,0.7482194,127.324,2.83102,1.1664,0,0,0
462,42.62008,-4.549832,"A","1","0","0","21","P. sylvestris",15,445.63,34.5522735,7.6067718,222.817,20.9123,4.36043,0,0,0
462,42.62008,-4.549832,"A","1","0","0","21","P. sylvestris",20,127.32,19.2304917,4.0256506,222.817,33.4914,6.35881,0,0,0
462,42.62008,-4.549832,"A","1","0","0","21","P. sylvestris",25,28.29,6.6020101,1.2647248,113.177,30.3807,5.74009,0,0,0
462,42.62008,-4.549832,"A","1","0","0","43","Q. pyrenaica",10,763.94,25.8129292,5.8834255,636.62,22.458,5.50205,0,0,0
462,42.62008,-4.549832,"A","1","0","0","43","Q. pyrenaica",20,31.83,3.0719525,0.7876549,31.831,3.53609,0.916806,0,0,0
466,42.610745,-4.573983,"A","4","A","1","21","P. sylvestris",15,222.81,18.530197,3.9805238,0,0,0,0,0,0
466,42.610745,-4.573983,"A","4","A","1","21","P. sylvestris",20,254.64,39.3419223,7.8877472,286.479,56.6169,9.74163,31.8310155048877,7.27300603505346,1.071225
466,42.610745,-4.573983,"A","4","A","1","21","P. sylvestris",25,28.29,6.6807976,1.2720331,198.06,56.8238,9.24576,169.765416026067,58.634233557581,8.60551944444445
466,42.610745,-4.573983,"A","4","A","1","43","Q. pyrenaica",10,127.32,5.3240403,1.0920197,254.648,2.50885,1.25,127.324062019551,2.3550689805989,0.9409
466,42.610745,-4.573983,"A","4","A","1","43","Q. pyrenaica",20,31.83,3.1911946,0.893025,31.831,4.74672,1.07122,0,0,0
467,42.611077,-4.549608,"A","1","A","4","25","P. nigra",10,763.94,10.8373095,5.3551328,636.62,18.2911,6.00375,0,0,0
467,42.611077,-4.549608,"A","1","A","4","43","Q. pyrenaica",10,127.32,1.2310448,0.6806231,381.972,6.28529,2.81015,127.324062019551,1.577225652382,0.7396
469,42.597746,-4.841811,"A","1","0","0","21","P. sylvestris",10,1145.91,24.7446045,10.6614496,254.648,5.76532,2.22462,0,0,0
469,42.597746,-4.841811,"A","1","0","0","21","P. sylvestris",15,604.78,28.0356307,9.4887128,700.282,61.1086,12.9347,0,0,0
469,42.597746,-4.841811,"A","1","0","0","21","P. sylvestris",20,31.83,2.5699139,0.7965548,477.465,69.1841,14.0136,0,0,0
471,42.598709,-4.780894,"A","1","0","0","21","P. sylvestris",10,254.64,6.1083307,2.67304,0,0,0,0,0,0
471,42.598709,-4.780894,"A","1","0","0","21","P. sylvestris",15,509.29,27.116154,9.0243877,127.324,10.069,2.43714,0,0,0
471,42.598709,-4.780894,"A","1","0","0","21","P. sylvestris",20,63.66,5.5435214,1.6699529,286.479,41.8241,9.22527,0,0,0
471,42.598709,-4.780894,"A","1","0","0","26","P. pinaster",20,63.66,6.1004811,1.8915221,0,0,0,0,0,0
471,42.598709,-4.780894,"A","1","0","0","26","P. pinaster",30,14.14,3.478801,0.9120174,28.2942,9.97179,2.02511,0,0,0
471,42.598709,-4.780894,"A","1","0","0","43","Q. pyrenaica",20,31.83,2.5084769,0.8326543,31.831,3.94236,0.9604,0,0,0
474,42.602239,-4.537199,"A","4","A","1","21","P. sylvestris",10,127.32,2.7346776,1.1880984,0,0,0,0,0,0
474,42.602239,-4.537199,"A","4","A","1","21","P. sylvestris",15,286.47,22.3987998,5.1160215,0,0,0,0,0,0
474,42.602239,-4.537199,"A","4","A","1","21","P. sylvestris",20,286.47,37.6113568,8.0066965,95.493,14.8532,3.29438,0,0,0
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",15,95.49,6.4551262,1.5297437,127.324,14.2388,2.45229,0,0,0
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",20,95.49,13.5747373,2.9947591,63.662,14.4831,2.38716,127.324062019551,25.8660569891514,3.94225
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",25,42.44,8.7912089,2.0594155,127.324,39.2897,6.47656,113.176944017378,35.0006712464339,5.34517222222222
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",30,28.29,8.8105323,1.9454204,28.2942,10.0906,1.78321,42.4413540065169,21.3160736251503,3.16019444444444
476,42.590271,-4.744092,"A","1","A","4","25","P. nigra",15,63.66,4.866667,1.1327093,31.831,2.13261,0.566256,0,0,0
476,42.590271,-4.744092,"A","1","A","4","25","P. nigra",20,286.47,44.407167,9.480545,95.493,15.0615,2.90291,31.8310155048877,8.96654565705647,1.23765625
476,42.590271,-4.744092,"A","1","A","4","25","P. nigra",25,28.29,7.2413117,1.5089317,198.06,69.2551,10.0212,99.029826015206,33.9436309462992,4.67260833333333
477,42.590639,-4.719727,"A","1","0","0","25","P. nigra",10,1909.86,25.9754838,12.8994236,636.62,16.0738,5.59478,0,0,0
477,42.590639,-4.719727,"A","1","0","0","25","P. nigra",15,63.66,1.896787,0.8097806,1336.9,93.8843,23.3458,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",10,381.97,7.8284779,3.3703808,381.972,7.60636,3.17245,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",15,254.64,17.2464177,4.940795,63.662,5.49579,1.30386,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",20,127.32,11.4347233,3.227988,190.986,28.3311,6.07813,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",25,28.29,5.4665592,1.3838821,155.618,31.5099,6.54203,0,0,0
480,42.593073,-4.549162,"A","1","0","0","26","P. pinaster",20,31.83,4.490345,1.0200976,0,0,0,0,0,0
481,42.593237,-4.536978,"A","1","0","0","21","P. sylvestris",15,31.83,2.0947089,0.7098058,0,0,0,0,0,0
481,42.593237,-4.536978,"A","1","0","0","21","P. sylvestris",20,95.49,10.5228384,2.821452,0,0,0,0,0,0
481,42.593237,-4.536978,"A","1","0","0","43","Q. pyrenaica",10,127.32,4.2940146,0.8648991,127.324,3.59051,1.45202,0,0,0
483,42.58407,-4.548939,"A","4","0","0","25","P. nigra",10,381.97,4.1914042,2.1681367,1145.92,27.0643,9.41743,0,0,0
483,42.58407,-4.548939,"A","4","0","0","25","P. nigra",15,31.83,1.5591014,0.5967548,413.803,25.3477,6.52266,0,0,0
484,42.584234,-4.536757,"A","1","0","0","21","P. sylvestris",10,381.97,4.0406398,2.011439,0,0,0,0,0,0
484,42.584234,-4.536757,"A","1","0","0","21","P. sylvestris",15,318.31,24.4951386,5.5861877,127.324,14.454,2.70534,0,0,0
484,42.584234,-4.536757,"A","1","0","0","21","P. sylvestris",20,254.64,37.3506832,7.6847864,159.155,26.8041,5.09951,0,0,0
484,42.584234,-4.536757,"A","1","0","0","21","P. sylvestris",25,70.73,15.6732731,3.0652559,268.795,68.1546,12.5273,0,0,0
484,42.584234,-4.536757,"A","1","0","0","25","P. nigra",10,127.32,2.3609561,1.0302166,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","21","P. sylvestris",15,190.98,15.4880637,3.6850876,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","21","P. sylvestris",20,222.81,33.0575693,7.0875318,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","21","P. sylvestris",25,155.61,35.2462672,7.5273046,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","25","P. nigra",15,95.49,6.7697024,1.6440234,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","26","P. pinaster",30,42.44,15.9743835,2.8747708,0,0,0,0,0,0
485,42.574736,-4.573077,"0","0","0","0","26","P. pinaster",35,28.29,15.0633252,2.573816,0,0,0,0,0,0
488,42.575395,-4.524355,"A","4","A","4","25","P. nigra",10,891.26,14.9803816,6.9375664,381.972,8.5455,3.33122,0,0,0
488,42.575395,-4.524355,"A","4","A","4","25","P. nigra",15,190.98,6.9007825,2.7953888,509.296,40.251,9.06133,63.6620310097753,7.6427032069271,1.3137125
489,42.563634,-4.718985,"0","0","0","0","25","P. nigra",10,891.26,17.2426235,7.8843222,0,0,0,0,0,0
489,42.563634,-4.718985,"0","0","0","0","25","P. nigra",15,318.31,10.9746094,4.5909182,0,0,0,0,0,0
491,42.5659,-4.560672,"A","4","0","0","21","P. sylvestris",15,95.49,7.7517525,1.7492153,0,0,0,0,0,0
491,42.5659,-4.560672,"A","4","0","0","21","P. sylvestris",20,286.47,44.0059309,9.9098783,318.31,46.9219,10.0275,0,0,0
491,42.5659,-4.560672,"A","4","0","0","21","P. sylvestris",25,56.58,11.9960434,2.6915077,84.8827,19.0522,3.96862,0,0,0
491,42.5659,-4.560672,"A","4","0","0","25","P. nigra",10,127.32,3.9898375,1.4520156,0,0,0,0,0,0
491,42.5659,-4.560672,"A","4","0","0","25","P. nigra",15,254.64,20.0055161,4.7334606,31.831,3.82661,0.7396,0,0,0
491,42.5659,-4.560672,"A","4","0","0","25","P. nigra",20,63.66,9.8172597,2.1170288,63.662,10.8691,2.11666,0,0,0
491,42.5659,-4.560672,"A","4","0","0","25","P. nigra",25,70.73,15.4816449,3.2391324,70.7356,17.0276,3.23653,0,0,0
492,42.56623,-4.536315,"A","4","A","1","25","P. nigra",10,127.32,0.9622256,0.5624919,509.296,7.44633,3.3145,127.324062019551,4.43999852912809,1.265625
492,42.56623,-4.536315,"A","4","A","1","25","P. nigra",15,31.83,1.4424185,0.5439058,222.817,15.7145,3.84486,190.986093029326,16.6172119683852,3.29406875
493,42.566392,-4.524136,"A","4","0","0","25","P. nigra",10,254.64,4.7730075,2.3235229,509.296,9.96066,4.06998,0,0,0
496,42.55739,-4.523917,"A","4","A","1","25","P. nigra",10,254.64,4.7191622,2.1438178,127.324,2.49758,1.0816,0,0,0
496,42.55739,-4.523917,"A","4","A","1","25","P. nigra",15,63.66,1.9883775,0.8193967,254.648,17.281,4.48428,190.986093029326,15.7230044345362,3.6207375
496,42.55739,-4.523917,"A","4","A","1","26","P. pinaster",10,127.32,2.1628527,0.9024979,0,0,0,0,0,0
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",20,31.83,5.5126039,1.113025,0,0,0,0,0,0
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",25,127.32,36.1121966,6.7202352,28.2942,7.75276,1.29416,14.1471180021723,4.22914613251122,0.694444444444445
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",30,99.02,34.0967768,6.4619662,70.7356,28.5088,4.98133,14.1471180021723,6.91346881796533,1.071225
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",35,28.29,15.1725655,2.5998521,28.2942,15.1321,2.63934,28.2942360043446,15.9010666436322,2.44942222222222
497,42.545263,-4.742838,"A","4","A","1","43","Q. pyrenaica",10,636.62,9.7158525,4.3208799,636.62,12.9392,4.26523,763.944372117304,21.3075996934104,5.834075
498,42.545448,-4.730665,"A","1","0","0","21","P. sylvestris",15,31.83,1.5839105,0.5076535,63.662,6.58767,1.06976,0,0,0
498,42.545448,-4.730665,"A","1","0","0","21","P. sylvestris",20,127.32,17.9658015,3.6129744,95.493,19.8753,3.36561,0,0,0
498,42.545448,-4.730665,"A","1","0","0","21","P. sylvestris",25,183.91,43.9773599,9.0815563,84.8827,24.4984,4.41661,0,0,0
498,42.545448,-4.730665,"A","1","0","0","21","P. sylvestris",30,28.29,9.368381,1.8354996,155.618,60.1652,10.4004,0,0,0
498,42.545448,-4.730665,"A","1","0","0","25","P. nigra",15,31.83,2.4757642,0.5148059,0,0,0,0,0,0
498,42.545448,-4.730665,"A","1","0","0","25","P. nigra",25,14.14,3.3726462,0.5725389,28.2942,8.7192,1.31072,0,0,0
498,42.545448,-4.730665,"A","1","0","0","26","P. pinaster",25,14.14,4.1318789,0.8040037,14.1471,4.34236,0.816011,0,0,0
498,42.545448,-4.730665,"A","1","0","0","26","P. pinaster",30,28.29,9.3488511,1.8511957,14.1471,7.24031,1.13422,0,0,0
498,42.545448,-4.730665,"A","1","0","0","26","P. pinaster",35,14.14,7.0468046,1.3263251,28.2942,15.3328,2.56601,0,0,0
500,42.548225,-4.535873,"A","4","0","0","25","P. nigra",10,127.32,1.2075026,0.6320236,509.296,9.50035,3.75413,0,0,0
501,42.548387,-4.523698,"A","1","0","0","25","P. nigra",10,381.97,6.2998641,2.9744286,0,0,0,0,0,0
501,42.548387,-4.523698,"A","1","0","0","26","P. pinaster",30,14.14,3.2643495,0.8556176,0,0,0,0,0,0
503,42.539222,-4.535652,"A","4","A","4","25","P. nigra",10,509.29,7.0913101,3.5734626,1527.89,32.4062,13.3967,254.648124039101,6.05691044592712,2.157625
507,42.516541,-4.851597,"A","4","0","0","25","P. nigra",10,636.62,10.4045225,5.3286367,254.648,4.16442,1.8685,0,0,0
507,42.516541,-4.851597,"A","4","0","0","25","P. nigra",15,222.81,7.9373717,3.3197982,286.479,14.6696,4.84895,0,0,0
509,42.50754,-4.851331,"A","4","A","1","25","P. nigra",10,1018.59,16.5170295,8.1836609,0,0,0,0,0,0
509,42.50754,-4.851331,"A","4","A","1","25","P. nigra",15,31.83,1.0679109,0.4422248,159.155,11.4373,2.87232,31.8310155048877,1.91826074466395,0.64400625
511,42.509806,-4.705337,"0","0","0","0","43","Q. pyrenaica",15,31.83,1.9567056,0.6888992,0,0,0,0,0,0
513,42.511213,-4.607999,"A","4","A","1","21","P. sylvestris",10,381.97,8.7067461,3.6819172,127.324,3.12798,1.2321,0,0,0
513,42.511213,-4.607999,"A","4","A","1","21","P. sylvestris",15,254.64,12.2220376,4.2102831,445.634,33.8135,7.95932,31.8310155048877,3.09170749224868,0.616225
513,42.511213,-4.607999,"A","4","A","1","21","P. sylvestris",20,63.66,4.5845966,1.5532795,159.155,20.2651,4.46306,31.8310155048877,4.65776797806216,0.912025
513,42.511213,-4.607999,"A","4","A","1","25","P. nigra",10,1273.24,17.2841693,8.3399002,0,0,0,0,0,0
513,42.511213,-4.607999,"A","4","A","1","25","P. nigra",15,127.32,6.7653352,2.2095106,286.479,19.7209,4.96639,95.493046514663,11.6304115462894,2.18088125
513,42.511213,-4.607999,"A","4","A","1","25","P. nigra",20,31.83,3.1959024,0.8556236,159.155,21.0119,4.28537,286.479139543989,51.3058917252289,9.08793125
513,42.511213,-4.607999,"A","4","A","1","44","Q. faginea",15,31.83,1.618584,0.4658053,0,0,0,0,0,0
517,42.502717,-4.57127,"A","1","0","0","25","P. nigra",15,159.15,6.1970755,2.4782216,286.479,20.3549,5.8132,0,0,0
518,42.657522,-4.440955,"A","1","0","0","26","P. pinaster",20,31.83,4.424805,1.2210244,0,0,0,0,0,0
518,42.657522,-4.440955,"A","1","0","0","26","P. pinaster",25,353.67,70.7603811,17.151503,0,0,0,0,0,0
518,42.657522,-4.440955,"A","1","0","0","26","P. pinaster",30,99.02,30.1580384,6.8247136,127.324,47.9345,9.3975,0,0,0
521,42.638734,-4.501507,"A","1","0","0","26","P. pinaster",20,31.83,6.21612,1.1663992,0,0,0,0,0,0
521,42.638734,-4.501507,"A","1","0","0","26","P. pinaster",25,99.02,26.190317,5.0139075,0,0,0,0,0,0
521,42.638734,-4.501507,"A","1","0","0","26","P. pinaster",30,325.38,116.999794,21.7011994,42.4414,20.4087,3.25338,0,0,0
521,42.638734,-4.501507,"A","1","0","0","26","P. pinaster",35,113.17,57.282462,9.9759734,183.913,103.207,17.2607,0,0,0
521,42.638734,-4.501507,"A","1","0","0","26","P. pinaster",40,14.14,10.2025914,1.8000557,99.0298,73.9566,12.05,0,0,0
524,42.630048,-4.476907,"A","3E","A","1","26","P. pinaster",15,95.49,7.4981708,2.0340072,0,0,0,0,0,0
524,42.630048,-4.476907,"A","3E","A","1","26","P. pinaster",20,127.32,19.5260075,4.4777718,0,0,0,0,0,0
524,42.630048,-4.476907,"A","3E","A","1","26","P. pinaster",25,226.35,51.9457454,11.510558,0,0,0,0,0,0
524,42.630048,-4.476907,"A","3E","A","1","26","P. pinaster",30,240.49,82.7128659,16.7878006,0,0,0,0,0,0
526,42.621202,-4.464505,"0","0","0","0","43","Q. pyrenaica",15,190.98,11.4160512,3.1342139,0,0,0,0,0,0
531,42.584559,-4.512392,"A","1","0","0","26","P. pinaster",15,31.83,1.9027521,0.7310243,0,0,0,0,0,0
531,42.584559,-4.512392,"A","1","0","0","26","P. pinaster",20,31.83,2.805231,0.869556,0,0,0,0,0,0
535,42.576033,-4.475632,"A","1","0","0","26","P. pinaster",30,28.29,8.9476011,2.1134104,0,0,0,0,0,0
535,42.576033,-4.475632,"A","1","0","0","26","P. pinaster",35,42.44,21.3718078,4.2314554,0,0,0,0,0,0
535,42.576033,-4.475632,"A","1","0","0","26","P. pinaster",40,14.14,8.8786557,1.6171237,28.2942,20.4426,3.51318,0,0,0
538,42.576801,-4.414725,"A","1","0","0","25","P. nigra",15,190.98,14.7184984,3.741212,0,0,0,0,0,0
538,42.576801,-4.414725,"A","1","0","0","25","P. nigra",20,190.98,29.1173308,6.7351435,95.493,19.3521,3.39517,0,0,0
538,42.576801,-4.414725,"A","1","0","0","25","P. nigra",25,183.91,40.4602445,8.4442509,99.0298,28.7616,5.07612,0,0,0
538,42.576801,-4.414725,"A","1","0","0","25","P. nigra",30,14.14,4.4454712,0.9120174,212.207,84.7058,14.5369,0,0,0
538,42.576801,-4.414725,"A","1","0","0","26","P. pinaster",30,14.14,4.4343686,1.0100165,0,0,0,0,0,0
540,42.56703,-4.475419,"A","4","A","1","21","P. sylvestris",15,31.83,1.7486009,0.49,0,0,0,0,0,0
540,42.56703,-4.475419,"A","4","A","1","25","P. nigra",20,31.83,2.9675659,0.8418058,0,0,0,0,0,0
540,42.56703,-4.475419,"A","4","A","1","26","P. pinaster",10,381.97,6.4677918,2.7575959,0,0,0,0,0,0
540,42.56703,-4.475419,"A","4","A","1","26","P. pinaster",15,636.62,33.6838665,10.2569731,31.831,2.71592,0.644006,0,0,0
540,42.56703,-4.475419,"A","4","A","1","26","P. pinaster",20,318.31,37.9912184,10.1137241,286.479,47.9816,10.2094,63.6620310097753,12.3438260879379,2.222125
540,42.56703,-4.475419,"A","4","A","1","26","P. pinaster",25,99.02,21.400761,5.1979671,99.0298,22.7457,4.86402,113.176944017378,31.4888440865178,6.00675833333333
540,42.56703,-4.475419,"A","4","A","1","26","P. pinaster",30,28.29,7.5811099,1.8161989,56.5885,17.8377,3.56755,141.471180021723,52.3544845793107,9.78009722222222
541,42.567186,-4.46324,"A","4","A","1","26","P. pinaster",15,318.31,17.8211583,5.6875853,0,0,0,0,0,0
541,42.567186,-4.46324,"A","4","A","1","26","P. pinaster",20,509.29,59.8189956,16.6474506,63.662,9.40649,2.1125,0,0,0
541,42.567186,-4.46324,"A","4","A","1","26","P. pinaster",25,198.05,34.3022181,9.0574851,155.618,33.8957,7.09789,14.1471180021723,3.86580738772199,0.798044444444445
541,42.567186,-4.46324,"A","4","A","1","26","P. pinaster",30,28.29,7.8798436,1.914546,169.765,57.7731,11.5646,99.029826015206,39.8788712038524,6.94181388888889
541,42.567186,-4.46324,"A","4","A","1","43","Q. pyrenaica",25,14.14,2.2391503,0.7338713,0,0,0,0,0,0
543,42.567647,-4.426701,"A","1","0","0","21","P. sylvestris",15,31.83,2.3920487,0.5439058,0,0,0,0,0,0
543,42.567647,-4.426701,"A","1","0","0","25","P. nigra",15,350.14,29.8922247,6.3544257,31.831,4.06857,0.660156,0,0,0
543,42.567647,-4.426701,"A","1","0","0","25","P. nigra",20,477.46,74.6844736,15.0112131,127.324,22.5062,3.88424,0,0,0
543,42.567647,-4.426701,"A","1","0","0","25","P. nigra",25,84.88,20.3975732,3.7800798,240.501,77.8934,12.5335,0,0,0
543,42.567647,-4.426701,"A","1","0","0","43","Q. pyrenaica",10,254.64,9.6552717,1.8564221,254.648,5.97777,2.293,0,0,0
544,42.567948,-4.402342,"A","1","0","0","25","P. nigra",10,127.32,3.0314443,1.1448974,0,0,0,0,0,0
544,42.567948,-4.402342,"A","1","0","0","25","P. nigra",15,413.8,35.4756335,7.8727357,0,0,0,0,0,0
544,42.567948,-4.402342,"A","1","0","0","25","P. nigra",20,95.49,11.60832,2.5857817,95.493,17.8741,2.94994,0,0,0
544,42.567948,-4.402342,"A","1","0","0","25","P. nigra",25,28.29,8.0534061,1.5248343,113.177,31.8299,5.19024,0,0,0
544,42.567948,-4.402342,"A","1","0","0","26","P. pinaster",20,63.66,9.108622,2.2161219,0,0,0,0,0,0
544,42.567948,-4.402342,"A","1","0","0","26","P. pinaster",25,169.76,38.1373184,8.0204167,42.4414,12.4475,2.20466,0,0,0
544,42.567948,-4.402342,"A","1","0","0","26","P. pinaster",30,56.58,20.1977341,4.0387959,70.7356,28.9024,4.89443,0,0,0
544,42.567948,-4.402342,"A","1","0","0","26","P. pinaster",35,14.14,5.825985,1.1772157,70.7356,41.5262,6.87453,0,0,0
545,42.568096,-4.390162,"A","4","A","1","25","P. nigra",15,190.98,17.8581554,3.8735748,0,0,0,0,0,0
545,42.568096,-4.390162,"A","4","A","1","25","P. nigra",20,63.66,10.5522343,2.0748973,31.831,6.52315,1.18266,0,0,0
545,42.568096,-4.390162,"A","4","A","1","25","P. nigra",25,70.73,16.2754727,3.1630173,14.1471,3.82009,0.629378,0,0,0
545,42.568096,-4.390162,"A","4","A","1","25","P. nigra",30,14.14,4.9243033,0.9024923,70.7356,29.2175,4.87004,0,0,0
545,42.568096,-4.390162,"A","4","A","1","26","P. pinaster",20,63.66,8.5610111,2.2908102,0,0,0,0,0,0
545,42.568096,-4.390162,"A","4","A","1","26","P. pinaster",25,127.32,27.2471899,6.2050284,0,0,0,0,0,0
545,42.568096,-4.390162,"A","4","A","1","26","P. pinaster",30,56.58,18.64679,3.9198521,56.5885,22.4748,4.05201,0,0,0
545,42.568096,-4.390162,"A","4","A","1","26","P. pinaster",35,28.29,12.0757674,2.5355936,113.177,67.6807,11.3838,14.1471180021723,7.75977349796819,1.243225
548,42.557711,-4.499562,"A","1","0","0","21","P. sylvestris",10,127.32,2.4366121,1.1024985,0,0,0,0,0,0
548,42.557711,-4.499562,"A","1","0","0","21","P. sylvestris",15,159.15,6.1399834,2.354835,159.155,11.4424,3.00334,0,0,0
548,42.557711,-4.499562,"A","1","0","0","25","P. nigra",10,127.32,1.4650918,0.7225,0,0,0,0,0,0
548,42.557711,-4.499562,"A","1","0","0","25","P. nigra",15,31.83,1.0205655,0.4032223,190.986,15.8582,3.24964,0,0,0
548,42.557711,-4.499562,"A","1","0","0","26","P. pinaster",15,31.83,2.0282904,0.6280542,31.831,3.00943,0.748225,0,0,0
548,42.557711,-4.499562,"A","1","0","0","43","Q. pyrenaica",10,127.32,3.6844127,0.7568902,381.972,9.27805,2.72402,0,0,0
550,42.548549,-4.511522,"A","1","0","0","25","P. nigra",10,254.64,5.1741163,2.3949135,127.324,2.13758,0.9216,0,0,0
550,42.548549,-4.511522,"A","1","0","0","25","P. nigra",15,127.32,7.2722503,2.2464155,318.31,24.1252,5.96211,0,0,0
552,42.549181,-4.462819,"A","4","0","0","43","Q. pyrenaica",10,2546.48,73.2553923,18.3105535,381.972,12.3364,2.54212,0,0,0
552,42.549181,-4.462819,"A","4","0","0","43","Q. pyrenaica",15,127.32,7.3041481,1.785006,0,0,0,0,0,0
554,42.530543,-4.511088,"A","1","0","0","25","P. nigra",10,127.32,1.9882151,0.9408988,254.648,3.32278,1.52823,0,0,0
554,42.530543,-4.511088,"A","1","0","0","25","P. nigra",15,350.14,19.956525,6.3938897,190.986,13.5351,3.44792,0,0,0
554,42.530543,-4.511088,"A","1","0","0","25","P. nigra",20,31.83,2.780371,0.7876549,350.141,50.4183,10.7493,0,0,0
554,42.530543,-4.511088,"A","1","0","0","26","P. pinaster",20,31.83,2.9264466,0.9072535,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","25","P. nigra",15,63.66,5.2922761,1.3263595,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","25","P. nigra",20,127.32,13.1752105,3.4240288,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","26","P. pinaster",10,254.64,5.6230862,2.2308183,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","26","P. pinaster",15,127.32,8.8886221,2.7974324,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","26","P. pinaster",20,31.83,3.598103,0.9408988,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","26","P. pinaster",25,14.14,2.5367268,0.63202,0,0,0,0,0,0
558,42.512698,-4.498485,"0","0","A","1","45","Quercus ilex",10,127.32,3.7650343,0.7832208,0,0,0,0,0,0
559,42.512856,-4.486317,"A","1","A","4","21","P. sylvestris",15,31.83,1.1651864,0.4422248,0,0,0,0,0,0
559,42.512856,-4.486317,"A","1","A","4","25","P. nigra",10,127.32,1.3314779,0.7140202,0,0,0,0,0,0
559,42.512856,-4.486317,"A","1","A","4","25","P. nigra",15,95.49,4.5452057,1.5539034,127.324,9.57287,2.33822,127.324062019551,8.03227244365777,2.24388125
559,42.512856,-4.486317,"A","1","A","4","26","P. pinaster",15,95.49,4.1618809,1.31406,63.662,5.7072,1.28628,0,0,0
559,42.512856,-4.486317,"A","1","A","4","43","Q. pyrenaica",10,254.64,9.0427032,1.9696895,509.296,9.74042,3.4029,254.648124039101,9.36646515276392,2.574225
562,42.515217,-4.291605,"A","4","A","1","43","Q. pyrenaica",10,127.32,3.3297008,0.6888992,0,0,0,1273.24062019551,17.7924353363109,8.267625
563,42.503536,-4.510437,"0","0","0","0","24","P. halepensis",15,31.83,0.9746747,0.4488998,0,0,0,0,0,0
563,42.503536,-4.510437,"0","0","0","0","24","P. halepensis",20,31.83,1.5975883,0.7920985,0,0,0,0,0,0
563,42.503536,-4.510437,"0","0","0","0","25","P. nigra",10,891.26,18.2461403,7.7986204,0,0,0,0,0,0
563,42.503536,-4.510437,"0","0","0","0","25","P. nigra",15,445.63,26.8180313,7.33808,0,0,0,0,0,0
563,42.503536,-4.510437,"0","0","0","0","25","P. nigra",20,286.47,37.2419803,8.6723145,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","25","P. nigra",10,127.32,3.3030519,1.4160975,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","25","P. nigra",15,254.64,11.334271,3.9273692,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","25","P. nigra",20,95.49,10.1815941,2.7782606,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","26","P. pinaster",10,891.26,20.4306382,8.2349216,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","26","P. pinaster",15,190.98,8.1516358,2.7608808,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","43","Q. pyrenaica",10,127.32,4.9900058,1.155618,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","43","Q. pyrenaica",15,31.83,1.8286209,0.4128035,0,0,0,0,0,0
564,42.503695,-4.49827,"0","0","0","0","43","Q. pyrenaica",20,31.83,3.1955013,0.9264062,0,0,0,0,0,0
567,42.480339,-4.862695,"A","1","0","0","25","P. nigra",10,254.64,2.6852886,1.5759146,381.972,8.45132,3.48623,0,0,0
568,42.47114,-4.874586,"A","1","0","0","25","P. nigra",10,127.32,1.2333239,0.6972134,127.324,1.34831,0.6724,0,0,0
570,42.462337,-4.862161,"0","0","0","0","21","P. sylvestris",20,31.83,2.9572144,0.9120249,0,0,0,0,0,0
570,42.462337,-4.862161,"0","0","0","0","25","P. nigra",15,159.15,8.2981411,3.1234168,0,0,0,0,0,0
